,atomic_number,atomic_radius,atomic_radius_rahm,atomic_volume,atomic_weight,boiling_point,bulk_modulus,c6_gb,covalent_radius_cordero,covalent_radius_pyykko,covalent_radius_pyykko_double,covalent_radius_pyykko_triple,covalent_radius_slater,density,dipole_polarizability,electron_negativity,electron_affinity,en_allen,en_ghosh,en_pauling,first_ion_en,fusion_enthalpy,gs_bandgap,gs_energy,gs_est_bcc_latcnt,gs_est_fcc_latcnt,gs_mag_moment,gs_volume_per,hhi_p,hhi_r,heat_capacity_mass,heat_capacity_molar,icsd_volume,evaporation_heat,heat_of_formation,lattice_constant,mendeleev_number,melting_point,molar_volume,num_unfilled,num_valance,num_d_unfilled,num_d_valence,num_f_unfilled,num_f_valence,num_p_unfilled,num_p_valence,num_s_unfilled,num_s_valence,period,specific_heat,thermal_conductivity,vdw_radius,vdw_radius_alvarez,vdw_radius_mm3,vdw_radius_uff,sound_velocity,Polarizability
Ru,0.5125,0.14193548387096774,0.28205128205128205,0.05076923076923078,0.46589691962597574,0.6732378649804723,0.5771670190274842,0.09609145682063958,0.33783783783783783,0.17692307692307693,0.20168067226890757,0.26388311855395774,0.1875,0.5389362860773279,0.1065493126279682,0.8057142857142858,0.6300397452773489,0.5572884332764654,0.2642510525940199,0.8757763975155282,0.5258164796819554,0.6545911047345767,0.0,0.30989403374993646,0.1355914833858982,0.1355914831903161,0.0,0.0520973348783314,0.25,0.872093023255814,0.03352601156069364,0.3699907708748239,0.06966345022358202,0.631576524984378,0.7412524209167205,0.06110283159463489,0.6585365853658537,0.6752900781434998,0.05023452867302164,0.18181818181818182,0.25,0.3333333333333333,0.7,0.0,0.0,0.0,0.0,1.0,0.5,0.75,0.03387815750371471,0.27867387682542044,0.3157894736842105,0.3625,0.09836065573770492,0.2478218780251695,0.4229190609095387,0.10700842444882595
Rh,0.525,0.14193548387096774,0.23076923076923078,0.05076923076923078,0.47498173632600216,0.6410637902175934,1.0,0.0804881816777383,0.3108108108108108,0.17692307692307693,0.16806722689075632,0.30786363831295066,0.21875,0.5389362860773279,0.08793575664105087,0.8514285714285713,0.6459277040712993,0.5739293645079175,0.28321261209828963,0.9254658385093167,0.540741886774709,0.4393830703012912,0.0,0.46969050619260444,0.1382328737651623,0.1382328736838321,0.0,0.053302433371958294,0.25,0.872093023255814,0.03497109826589595,0.4146791664642736,0.040833137208755005,0.5983789112417395,0.6191091026468689,0.22503725782414305,0.6951219512195121,0.5734667298129292,0.05189892570736873,0.13636363636363635,0.2857142857142857,0.2222222222222222,0.8,0.0,0.0,0.0,0.0,1.0,0.5,0.75,0.03566121842496285,0.34847963068102494,0.3,0.35,0.09836065573770492,0.23136495643756042,0.3186668855688721,0.0890840652446675
Pd,0.5375,0.16129032258064516,0.0,0.060000000000000005,0.49237677217031844,0.5318951087967267,0.47145877378435525,0.06812915186157886,0.2905405405405405,0.13846153846153847,0.226890756302521,0.39582467783093656,0.25,0.521237974223997,0.018799691546786505,0.8057142857142858,0.5409210798584078,0.588895736621739,0.3021813078332026,0.8757763975155282,0.6739177752649298,0.2627331420373027,0.0,0.6438846306509783,0.15354363346363545,0.15354363333343188,0.0,0.06044032444959444,0.25,0.872093023255814,0.03526011560693641,0.46325350949628413,0.07778300776653331,0.45038762520233183,0.3874757908327954,0.2384500745156483,0.7439024390243902,0.45092351408950987,0.05613557270388864,0.0,0.32142857142857145,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.03566121842496285,0.16698467065645328,0.3,0.16875,0.12295081967213115,0.21684414327202314,0.18486291249384337,0.020971500268865385
Ag,0.55,0.2064516129032258,0.1282051282051282,0.08153846153846155,0.49954464552634026,0.3593081644039427,0.2600422832980973,0.023791132396106907,0.3310810810810811,0.2,0.4117647058823529,0.7623290091558779,0.375,0.4522599382828099,0.07331081979418726,0.6514285714285714,0.6760600397149986,0.7613753257376694,0.32114524608102,0.7080745341614907,0.5585386145612213,0.16517216642754662,0.0,0.8391965578356788,0.18948105063084175,0.18948105027234338,0.0,0.07823870220162223,0.022727272727272728,0.10465116279069768,0.03265895953757225,0.43265167338611754,0.10520122381736881,0.3064125500505069,0.2690768237572627,0.2682563338301043,0.7682926829268293,0.27631423158891777,0.08200938114692086,0.045454545454545456,0.35714285714285715,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.75,0.033580980683506685,1.0,0.30526315789473685,0.40625,0.1721311475409836,0.3373668925459827,0.14628139878509275,0.05646173149309913
Cd,0.5625,0.2709677419354839,0.2948717948717949,0.12461538461538461,0.5220441060302791,0.09019899572252185,0.10676532769556026,0.03367835624903445,0.32432432432432434,0.26153846153846155,0.453781512605042,0.3756227651168,0.34375,0.3683064076964966,0.0657324434280852,0.5142857142857142,0.9040490626569407,0.5462991390670159,0.3401163205594805,0.5590062111801242,0.7735600357056994,0.07388809182209469,0.0,1.0,0.2430130197284114,0.24301301965118474,0.0,0.1075782155272306,0.07954545454545454,0.09302325581395349,0.03150289017341041,0.4651964832175645,0.15862555895504823,0.0690909976024438,0.04557779212395093,0.10283159463487332,0.8170731707317073,0.08657944589154629,0.12331668936298987,0.0,0.39285714285714285,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.03209509658246657,0.22515613220279035,0.34210526315789475,0.38125,0.22950819672131148,0.19215876089060996,0.12247578394352324,0.06685785983151103
In,0.575,0.34838709677419355,0.3974358974358974,0.1646153846153846,0.5339427164072136,0.33475915938255535,0.20505530877520034,0.07044646995210876,0.3108108108108108,0.3076923076923077,0.3865546218487395,0.8942705684328567,0.34375,0.30749682337992373,0.11638790650676736,0.5657142857142857,0.49307458326053377,0.6298177750588316,0.4223221294512238,0.6149068322981367,0.287049403249158,0.021538737446197997,0.0,0.847313346546706,0.31360197222014813,0.31360197192492484,0.0,0.1517497103128621,0.26136363636363635,0.1744186046511628,0.032080924855491334,0.500170010200612,0.212167568839727,0.27111857558387187,0.21497740477727567,0.3427719821162444,0.8658536585365854,0.03780487804878048,0.1650779240429717,0.22727272727272727,0.42857142857142855,0.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.0,1.0,0.75,0.032689450222882624,0.19025325527498813,0.21052631578947367,0.34375,0.3442622950819672,0.973862536302033,0.03258906583483829,0.11776303997132101
Sn,0.5875,0.3225806451612903,0.4230769230769231,0.17384615384615384,0.5532061904450792,0.3700948484284917,0.14904862579281183,0.08156959678665225,0.2905405405405405,0.2923076923076923,0.33613445378151263,0.6890281428908896,0.28125,0.30749682337992373,0.04645411758449225,0.6685714285714285,0.6413744342252123,0.7341637400761754,0.5045196127405505,0.7267080745341615,0.5233016092592129,0.09074605451936872,0.0,0.7407615281312849,0.42524729709830034,0.42524729703549413,0.0,0.2354113557358053,0.18181818181818182,0.12790697674418605,0.030346820809248557,0.5123135959586146,0.22287597081666274,0.35740625798678305,0.29012265978050356,0.526080476900149,0.9146341463414634,0.06023561449206725,0.17309729157209863,0.18181818181818182,0.4642857142857143,0.0,1.0,0.0,0.0,0.8,0.6666666666666666,0.0,1.0,0.75,0.029123328380386334,0.15535037834718587,0.3368421052631579,0.3375,0.30327868852459017,0.9394966118102613,0.13807256608110327,0.047499551891019905
Sb,0.6,0.3032258064516129,0.3974358974358974,0.20615384615384613,0.5683021811479289,0.2519992560907569,0.10676532769556026,0.04897265564653175,0.2905405405405405,0.2923076923076923,0.36134453781512604,0.6157272766259013,0.28125,0.27940642584861136,0.04592230169915176,0.7199999999999999,0.6293092644132591,0.83359068768548,0.5867373153500322,0.7826086956521738,0.7150976408300893,0.3174318507890961,0.0,0.7278925022045185,0.4056289535106997,0.4056289533543596,0.0,0.21942062572421783,0.7840909090909091,0.3372093023255814,0.024566473988439304,0.4268227522222762,0.26006119086843965,0.23472927087516884,0.24260813428018074,0.33084947839046197,0.975609756097561,0.1782796590101823,0.20184596761991225,0.13636363636363635,0.5,0.0,1.0,0.0,0.0,0.6,1.0,0.0,1.0,0.75,0.024071322436849923,0.05529546448748615,0.2789473684210526,0.36875,0.2459016393442623,0.9530493707647629,0.2135938269578066,0.053235346836350596
Cs,0.65,1.0,0.4358974358974359,1.0,0.6234666532040126,0.0741305560721592,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06076420402976946,1.0,0.0,0.5244169604555977,0.012847400156884735,0.3627494707295607,0.0,0.0,0.0,0.0,0.9965050184619595,1.0,1.0,0.0,1.0,0.5681818181818182,0.6395348837209303,0.03468208092485549,0.7658716665857095,0.6994586961638032,0.0802877067435832,0.0,0.5603576751117735,0.0,0.0,1.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.03476968796433878,0.08321776602972795,1.0,1.0,1.0,1.0,0.11158085445421877,1.0
Ba,0.6625,0.7096774193548387,1.0,0.5230769230769231,0.6453511277942431,0.2523712107122931,0.021141649048625793,0.826973582573768,0.8040540540540541,0.7230769230769231,0.5966386554621849,0.9382510881918497,0.71875,0.13459793065892176,0.6463424362485707,0.05714285714285713,0.4646990540949702,0.15026590774742868,0.3893087371250506,0.06211180124223602,0.19987895858882093,0.09020803443328551,0.0,0.9085056213256487,0.6939680366647116,0.6939680366947918,0.0,0.5163383545770568,0.22727272727272727,0.20930232558139536,0.023699421965317918,0.564773886433186,0.644504589315133,0.16998308323292805,0.13247256294383472,0.40685543964232485,0.07317073170731707,0.2073170731707317,0.5040096837645633,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.02020802377414562,0.041334313716365256,0.6052631578947368,0.71875,0.6967213114754098,0.6060019361084221,0.06583483828599573,0.6465316364939954
La,0.675,0.4838709677419355,0.8846153846153846,0.2692307692307692,0.6531637731859569,0.5908499163102101,0.06976744186046512,0.5473505329831608,0.75,0.6,0.4117647058823529,0.7916493556618731,0.59375,0.25485569068796515,0.49211582949982713,0.17714285714285719,0.5241200199843452,0.0,0.41585194700159384,0.19254658385093174,0.25527830802915613,0.07370875179340029,0.0,0.6611921840541636,0.4642357414507627,0.4642357413766603,0.0,0.2688991888760139,0.9659090909090909,0.3023255813953488,0.02109826589595376,0.518142517122456,0.3449046834549306,0.48641181983034554,0.45771465461588123,0.21758569299552905,0.3048780487804878,0.2641487094482595,0.2653956725677107,0.4090909090909091,0.07142857142857142,1.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.021693907875185738,0.02970002140709785,0.47368421052631576,0.6875,0.45901639344262296,0.5183930300096805,0.1360203579051059,0.4923821473382327
Ce,0.6875,0.44516129032258067,0.8589743589743589,0.24615384615384617,0.6591552976533407,0.5850846196763995,0.05391120507399577,0.5087285648076626,0.7297297297297297,0.46923076923076923,0.3949579831932773,0.6743679696378919,0.53125,0.28240152477763664,0.4655250352328024,0.1885714285714286,0.5569916588683808,0.19415383358595178,0.4424225124289345,0.20496894409937894,0.24948409511306685,0.06043758967001434,0.0,0.6736216875303012,0.46779782654854485,0.46779782651540525,0.0,0.2720741599073001,0.9659090909090909,0.3023255813953488,0.020231213872832374,0.5098848788070143,0.31019063309013883,0.4815436854211545,0.4436410587475791,0.4277198211624441,0.2926829268292683,0.22803694056358037,0.23967317294598275,1.0,0.10714285714285714,1.0,0.1,1.0,0.07142857142857142,0.0,0.0,0.0,1.0,1.0,0.024071322436849923,0.02504630448339088,0.46842105263157896,0.625,0.4262295081967213,0.5348499515972897,0.10523723526514529,0.465495608531995
Pr,0.7,0.45161290322580644,0.9102564102564102,0.24307692307692308,0.6630736228991828,0.6010786684024549,0.07241014799154334,0.5519851691642206,0.722972972972973,0.5692307692307692,0.40336134453781514,0.630387449878899,0.53125,0.2831276093664912,0.43893424096577766,0.1942857142857142,0.6139691662673759,0.06392354893729381,0.46900497157401405,0.2111801242236024,0.23951865562125868,0.0860832137733142,0.0,0.6738472390464926,0.451338675021511,0.4513386748841621,0.0,0.25756662804171493,0.9659090909090909,0.3023255813953488,0.020520231213872836,0.5225142079953369,0.31054365733113676,0.40000243406720465,0.3620400258231117,0.20566318926974664,0.2804878048780488,0.26710869050438074,0.24133756998032985,0.5,0.14285714285714285,0.0,0.0,0.8461538461538461,0.21428571428571427,0.0,0.0,0.0,1.0,1.0,0.02020802377414562,0.02970002140709785,0.45789473684210524,0.65,0.4180327868852459,0.559051306873185,0.12001313413232638,0.44040150564617314
Nd,0.7125,0.45161290322580644,0.8846153846153846,0.24000000000000002,0.6795769558959498,0.5185047424214246,0.08033826638477802,0.521087594623822,0.7094594594594594,0.5538461538461539,0.3949579831932773,0.7631718020761502,0.53125,0.2937465964784898,0.4974339883532321,0.19999999999999993,0.7881888523527644,0.0651045044328548,0.4955220152715336,0.21739130434782603,0.24740606587352695,0.09056671449067431,0.0,0.6747922438261508,0.4420340746505752,0.44203407480828094,0.0,0.24954808806488993,0.9659090909090909,0.3023255813953488,0.019653179190751446,0.5346577937533394,0.30701341492115797,0.3488870227706987,0.3233053582956746,0.20417287630402386,0.2682926829268293,0.29374852000947194,0.23816008473293993,0.45454545454545453,0.17857142857142858,0.0,0.0,0.7692307692307693,0.2857142857142857,0.0,0.0,0.0,1.0,1.0,0.024071322436849923,0.039007455254511776,0.45263157894736844,0.66875,0.4180327868852459,0.5440464666021297,0.12411755048432113,0.4977594550994802
Pm,0.725,0.4568307634895335,0.8717948717948718,0.31053391070347014,0.6828968859693411,0.45508647944950714,0.08298097251585623,0.4871002626293836,0.6959459459459459,0.5461538461538461,0.37815126050420167,0.7103723323763702,0.53125,0.3025049918315484,0.4974339883532321,0.1942857142857142,0.9676076444051644,0.1146783052675152,0.5220699826351721,0.18515848188224954,0.2560518809577442,0.24316226146819234,0.0,0.6762519081332129,0.4314424314460292,0.43144243150086226,0.0,0.24057937427578216,0.9659090909090909,0.3023255813953488,0.31580271042439073,0.47873348277858135,0.3007766533301954,0.36005916985653413,0.314692191822904,0.33648391167457636,0.25609756097560976,0.3372602415344542,0.23271296716598577,0.4090909090909091,0.21428571428571427,0.0,0.0,0.6923076923076923,0.35714285714285715,0.0,0.0,0.0,1.0,1.0,0.018127786032689452,0.03435373833080481,0.4473684210526316,0.6577094642610977,0.4098360655737705,0.5304937076476283,0.2557280569942953,0.47445778813407424
Sm,0.7375,0.44516129032258067,0.8333333333333334,0.2292307692307692,0.7098580283943212,0.2810117165705784,0.09619450317124736,0.4546578093619651,0.6891891891891891,0.5384615384615384,0.3697478991596639,0.6799146343815887,0.53125,0.3170266836086404,0.44957055867258755,0.21714285714285708,0.9056891229571055,0.3569611275978728,0.5486215181141322,0.23602484472049684,0.26541059658399296,0.11710903873744617,0.0,0.6788239562874938,0.42463237936506076,0.424632379184706,0.0,0.234901506373117,0.9659090909090909,0.3023255813953488,0.021387283236994223,0.6361781706902414,0.2945398917392328,0.19797485608577653,0.16810845706907682,1.0,0.24390243902439024,0.31032441392375093,0.22893024663337871,0.36363636363636365,0.25,0.0,0.0,0.6153846153846154,0.42857142857142855,0.0,0.0,0.0,1.0,1.0,0.01664190193164933,0.02970002140709785,0.4368421052631579,0.6375,0.4016393442622951,0.5174249757986448,0.10769988507634215,0.45115612116866827
Eu,0.75,0.5612903225806452,0.8333333333333334,0.36769230769230765,0.7177970346524755,0.24493211828156966,0.017706131078224104,0.4253051135485864,0.6891891891891891,0.5076923076923077,0.3697478991596639,0.6284175259921622,0.53125,0.2136957705572699,0.4309570026856702,0.2285714285714285,0.5960723850971787,0.3374502755189124,0.5751861366826043,0.2941770751675401,0.26945744476727235,0.12769010043041606,0.0,0.916239078908461,0.4596534236623815,0.4596534237114689,0.0,0.26484356894553884,0.9659090909090909,0.3023255813953488,0.017341040462427744,0.5448584057900617,0.47564132737114617,0.21136222571105187,0.13027759845061332,0.34575260804769004,0.12195121951219512,0.23484489699265923,0.3649568769859282,0.3181818181818182,0.2857142857142857,0.0,0.0,0.5384615384615384,0.5,0.0,0.0,0.0,1.0,1.0,0.015453194650817235,0.03202687986895133,0.43157894736842106,0.61875,0.5901639344262295,0.5043562439496613,0.16804717245181186,0.43143932604409396
Gd,0.7625,0.432258064516129,0.7948717948717948,0.2292307692307692,0.7439601188673156,0.5553282499535057,0.09619450317124736,0.3326123899273907,0.6756756756756757,0.5153846153846153,0.37815126050420167,0.6890281428908896,0.5,0.33427119259393717,0.3565027787380009,0.23999999999999996,1.0,0.2744698834911239,0.6017388615333381,0.2546583850931677,0.3421763336738571,0.13593974175035867,0.0,0.6836778410685611,0.4112729216598569,0.4112729215957815,0.0,0.2239629200463499,0.9659090909090909,0.3023255813953488,0.03265895953757225,1.0,0.292657095787244,0.4815436854211545,0.4144609425435765,0.20119225037257826,0.23170731707317074,0.3801799668482122,0.22771977606294444,0.7272727272727273,0.32142857142857145,1.0,0.1,0.5384615384615384,0.5,0.0,0.0,0.0,1.0,1.0,0.031500742942050526,0.02504630448339088,0.4263157894736842,0.59375,0.4016393442622951,0.44385285575992267,0.15284846494828436,0.35615701738662847
Tb,0.775,0.43870967741935485,0.782051282051282,0.21846153846153846,0.7522522723178137,0.5101357634368607,0.09804439746300213,0.3712343581028889,0.6621621621621622,0.5076923076923077,0.37815126050420167,0.6383840765563786,0.46875,0.34920130695225987,0.3910708112851331,0.1942857142857142,0.6510410701199271,0.32716039378694506,0.6282796926663338,0.31714686252323837,0.29879557728638206,0.14454806312769009,0.0,0.6857527886449825,0.4076705440922646,0.4076705439796789,0.0,0.22105832370799539,0.9659090909090909,0.3023255813953488,0.017341040462427744,0.6055763345800749,0.28053659684631677,0.4705903830004747,0.40309877340219497,0.19523099850968703,0.21951219512195122,0.39290788538953353,0.21864124678468755,0.22727272727272727,0.35714285714285715,0.0,0.0,0.38461538461538464,0.6428571428571429,0.0,0.0,0.0,1.0,1.0,0.017533432392273403,0.02504630448339088,0.42105263157894735,0.56875,0.39344262295081966,0.4840271055179092,0.14792316532589067,0.39200573579494535
Dy,0.7875,0.43870967741935485,0.7692307692307693,0.2153846153846154,0.7699450208968107,0.42440022317277293,0.10412262156448203,0.3465162984705701,0.6486486486486487,0.5,0.36134453781512604,0.6042235555828741,0.46875,0.3637683790161554,0.3724572552982158,0.2457142857142857,0.5025708344936997,0.46718767613057843,0.6548443112348059,0.2670807453416149,0.310186817862254,0.16606886657101863,0.0,0.6880302312121949,0.4019114938524255,0.40191149376956936,0.0,0.21645422943221318,0.9659090909090909,0.3023255813953488,0.014739884393063582,0.569145577306067,0.2764179807013415,0.35132108997529427,0.2761781794706262,0.1937406855439642,0.1951219512195122,0.40948377930381247,0.21425329096686338,0.18181818181818182,0.39285714285714285,0.0,0.0,0.3076923076923077,0.7142857142857143,0.0,0.0,0.0,1.0,1.0,0.014561664190193162,0.02504630448339088,0.4105263157894737,0.61875,0.5573770491803278,0.4728944820909972,0.1553111147594812,0.3740813765907869
Ho,0.8,0.432258064516129,0.7435897435897436,0.21076923076923076,0.7819739517443046,0.4491352055049284,0.1014799154334038,0.3233431175652711,0.6486486486486487,0.49230769230769234,0.36134453781512604,0.6831235361796357,0.46875,0.3748865492829914,0.3565027787380009,0.2514285714285714,0.9037773750853445,0.45612773808065243,0.6813970360855397,0.27329192546583847,0.3227156656860492,0.17342180774748922,0.0,0.6900174147490111,0.39597324437282844,0.39597324416928065,0.0,0.21175743527230592,0.9659090909090909,0.3023255813953488,0.012427745664739887,0.5200854908437363,0.2706519180983761,0.36349142599827183,0.28934796642995486,0.19225037257824143,0.18292682926829268,0.42783566185176414,0.2101679527916477,0.13636363636363635,0.42857142857142855,0.0,0.0,0.23076923076923078,0.7857142857142857,0.0,0.0,0.0,1.0,1.0,0.011887072808320921,0.036680596792658296,0.4052631578947368,0.58125,0.36885245901639346,0.46369796708615674,0.15941553111147594,0.3579494533070443
Er,0.8125,0.4258064516129032,0.7307692307692307,0.20615384615384613,0.7934997158984044,0.4803793937139669,0.11205073995771671,0.30325969411401205,0.6283783783783784,0.4846153846153846,0.36134453781512604,0.5959289429870526,0.46875,0.38691232528589575,0.34054830217778603,0.2571428571428571,0.8468108496737856,0.40556270161549246,0.7079557077951427,0.2795031055900621,0.33579056498884774,0.3194045911047345,0.0,0.6911521439776696,0.39422240507053974,0.3942224047877924,0.0,0.21038238702201623,0.9659090909090909,0.3023255813953488,0.013294797687861275,0.5672026035847866,0.26547422923040714,0.382963963635036,0.3097482246610716,0.18926974664679583,0.17073170731707318,0.444115557660431,0.20593130579512786,0.09090909090909091,0.4642857142857143,0.0,0.0,0.15384615384615385,0.8571428571428571,0.0,0.0,0.0,1.0,1.0,0.01307578008915305,0.03435373833080481,0.4,0.59375,0.36885245901639346,0.45498547918683463,0.1651617140042686,0.3418175300233017
Tm,0.825,0.41935483870967744,0.717948717948718,0.20153846153846156,0.8017912259132329,0.31002417705039986,0.11469344608879493,0.28317627066275297,0.6351351351351351,0.47692307692307695,0.3445378151260504,0.4416965098829099,0.46875,0.39875658014158644,0.32459382561757116,0.26285714285714284,0.626204720740878,0.6536548411123401,0.734498917671686,0.2857142857142857,0.3474108438239682,0.26452654232424677,0.0,0.6985414595029208,0.3846205747770596,0.3846205747072817,0.0,0.20292004634994207,0.9659090909090909,0.3023255813953488,0.010982658959537574,0.5142565696798952,0.25923746763944455,0.27951610743972644,0.20103292446739832,0.18628912071535023,0.15853658536585366,0.448851527350225,0.21561507035860192,0.045454545454545456,0.5,0.0,0.0,0.07692307692307693,0.9285714285714286,0.0,0.0,0.0,1.0,1.0,0.010698365527488858,0.039007455254511776,0.3894736842105263,0.56875,0.36885245901639346,0.44675701839302995,0.3018336011351541,0.3256856067395591
Yb,0.8375,0.5290322580645161,0.7948717948717948,0.3046153846153846,0.8221375526874822,0.1697972847312628,0.0776955602536998,0.26618260466553373,0.6148648648648649,0.5230769230769231,0.3277310924369748,0.5425585362095453,0.46875,0.2918587765474678,0.30784162522934555,0.26857142857142857,0.4346361141333594,0.5843264733263352,0.7610552106377412,0.4031175893042509,0.3580057593262938,0.09989239598278335,0.0,0.9455050453126248,0.4345007689922704,0.4345007688962025,0.0,0.2431517960602549,0.9659090909090909,0.3023255813953488,0.00953757225433526,0.500170010200612,0.3890327135796658,0.19067265447198997,0.10213040671400903,0.4769001490312966,0.10975609756097561,0.23543689320388347,0.3024663337872598,0.0,0.5357142857142857,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.006240713224368497,0.0901983414152884,0.38421052631578945,0.575,0.4672131147540984,0.4375605033881898,0.06337218847479888,0.30955368345581646
Lu,0.85,0.4064516129032258,0.7051282051282052,0.19692307692307692,0.8316495116818221,0.5793193230425888,0.1226215644820296,0.28317627066275297,0.6148648648648649,0.46153846153846156,0.3445378151260504,0.6743679696378919,0.46875,0.42232710110727895,0.3272529050442737,0.2742857142857143,0.5003793919014305,0.28046287914319157,0.7875782011941294,0.13043478260869565,0.2323684148656448,0.29698708751793396,0.0,0.694497412340968,0.3734941924183018,0.37349419250232063,0.0010646418745808189,0.19443800695249128,0.9659090909090909,0.3023255813953488,0.009248554913294798,0.5059989313644533,0.25194163332548836,0.5010162230579187,0.4533247256294384,0.1818181818181818,0.14634146341463414,0.4837793038124556,0.1956423059464367,0.4090909090909091,0.5714285714285714,1.0,0.1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.009212481426448737,0.036680596792658296,0.3736842105263158,0.5375,0.3524590163934426,0.5755082284607939,0.2710442213461751,0.3274780426599749
Hf,0.8625,0.3548387096774194,0.6282051282051282,0.1323076923076923,0.8490876082209301,0.9144504370466803,0.2864693446088795,0.13177815541479992,0.5337837837837838,0.38461538461538464,0.31932773109243695,0.5424264103609131,0.34375,0.5797785442003993,0.2235488074028771,0.2914285714285714,0.4408452014781217,0.31971035846265383,0.8133697281096125,0.31677018633540377,0.44460193984787894,0.45032281205164987,0.0,0.24735273707247335,0.2843353036392918,0.28433530356552217,0.0,0.13265353418308226,0.2727272727272727,0.2441860465116279,0.006358381502890171,0.4511099237382815,0.16839256295598967,0.6969586330278579,0.699677211103938,0.135618479880775,0.5121951219512195,0.65161022969453,0.12997427750037827,0.36363636363636365,0.6071428571428571,0.8888888888888888,0.2,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.006537890044576521,0.05296860602563267,0.3684210526315789,0.46875,0.2540983606557377,0.33397870280735736,0.1799376128714497,0.22530919519627174
Ta,0.875,0.23870967741935484,0.5512820512820513,0.09076923076923077,0.8612528979352644,0.956853263901804,0.5243128964059197,0.10814151089139502,0.5,0.3384615384615385,0.3025210084033613,0.4984458906019201,0.28125,0.731530223271011,0.16770813944212515,0.4057142857142857,0.49709222801302705,0.4348362977997431,0.8406895977544664,0.4409937888198758,0.5544947999972698,0.6183644189383071,0.0,0.09116943618648285,0.22052747151064528,0.22052747152368513,0.0,0.09483198146002318,0.14772727272727273,0.5,0.005202312138728328,0.4331374168164376,0.11226170863732642,0.9196757822483479,0.9109102646868947,0.15201192250372578,0.5365853658536586,0.878344778593417,0.09078529278256922,0.3181818181818182,0.6428571428571429,0.7777777777777778,0.3,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.004754829123328385,0.1320817937286511,0.3631578947368421,0.40625,0.1721311475409836,0.3480154888673766,0.2119520604170087,0.16974368166338052
W,0.8875,0.1870967741935484,0.48717948717948717,0.06969230769230768,0.8755674607652727,1.0,0.8150105708245243,0.08805808744013595,0.44594594594594594,0.2692307692307692,0.25210084033613445,0.43980519758992953,0.21875,0.8516064621528409,0.13314010689499295,0.897142857142857,0.5873540959842684,0.5122846569901487,0.8672684887842241,0.5652173913043478,0.6021923966881978,0.9006456241032997,0.0,0.0,0.1844222590796053,0.18442225885373273,0.0,0.0756431054461182,0.6818181818181818,0.4418604651162791,0.0028901734104046267,0.38019138291154614,0.09108025417745352,1.0,1.0,0.12965722801788376,0.573170731707317,1.0,0.06990467544257832,0.2727272727272727,0.6785714285714286,0.6666666666666666,0.4,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0026745913818722166,0.3950167999180946,0.34210526315789475,0.43125,0.13934426229508196,0.31219748305905143,0.3575767525857823,0.13389496325506364
Re,0.9,0.16129032258064516,0.4358974358974359,0.059230769230769226,0.8872829394517135,0.9944206806769574,0.9735729386892178,0.07353622740614861,0.3716216216216216,0.2230769230769231,0.24369747899159663,0.36650433132494126,0.21875,0.9296605554547105,0.1065493126279682,0.6342857142857142,0.4656815508571708,0.5949660134231494,0.8938271604938274,0.6894409937888198,0.5975646104036458,0.5737087517934002,0.0,0.0446027425543452,0.15830055030265477,0.15830055020423206,0.0,0.06271147161066049,0.26136363636363635,0.32558139534883723,0.004335260115606908,0.4389663379802789,0.07766533301953402,0.8539559677242688,0.9005810200129115,0.07004470938897164,0.6097560975609756,0.9328084300260479,0.06067483734301709,0.22727272727272727,0.7142857142857143,0.5555555555555556,0.5,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.004160475482912337,0.11114006757196973,0.33157894736842103,0.38125,0.12295081967213115,0.24346563407550814,0.3186668855688721,0.10880086036924179
Os,0.9125,0.14838709677419354,0.3717948717948718,0.05276923076923076,0.9071947986640295,0.8828342942161056,0.7485408749592979,0.06133168546269118,0.32432432432432434,0.2076923076923077,0.2184873949579832,0.35184415807194364,0.1875,1.0,0.0852766772143484,0.8057142857142858,0.6391707560784697,0.628457195775757,0.9203983206070554,0.8757763975155282,0.6892876075892056,1.0,0.0,0.1430929521892156,0.14724860764314746,0.1472486076475698,0.0,0.0574739281575898,0.5113636363636364,1.0,0.0023121387283237013,0.40107835041531065,0.06695693104259827,0.8953351102023926,0.9173660426081343,0.06706408345752611,0.6707317073170732,0.8955126687189202,0.05401724920562869,0.18181818181818182,0.75,0.4444444444444444,0.6,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0020802377414561686,0.20421440604610902,0.33157894736842103,0.375,0.10655737704918032,0.32381413359148115,0.33836808405844687,0.08729162932425166
